table_name,column_name,ordinal_position,data_type,numeric_precision,numeric_scale,character_maximum_length,is_nullable,is_pk,is_fk,fk_table_name,fk_column_name,description
tbl_dataset_masters,master_set_uuid,8,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_dataset_methods,dataset_method_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_dataset_methods,dataset_id,2,integer,32,0,NULL,NO,NO,YES,tbl_datasets,dataset_id,NULL
tbl_dataset_methods,method_id,3,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,NULL
tbl_dataset_methods,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dataset_submission_types,submission_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dataset_submission_types,submission_type,2,character varying,NULL,NULL,60,NO,NO,NO,NULL,NULL,"A concise name showing the type of dataset submission (e.g., 'Original Submission', 'Ingestion from External Database')."
tbl_dataset_submission_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed explanation of the dataset submission type, describing the method of data ingestion."
tbl_dataset_submission_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dataset_submissions,dataset_submission_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dataset_submissions,dataset_id,2,integer,32,0,NULL,NO,NO,YES,tbl_datasets,dataset_id,Specifies the dataset related to the submission.
tbl_dataset_submissions,submission_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_dataset_submission_types,submission_type_id,Specifies the type or category of the submission event.
tbl_dataset_submissions,contact_id,4,integer,32,0,NULL,NO,NO,YES,tbl_contacts,contact_id,Identifies the contact person or organization responsible for the dataset submission.
tbl_dataset_submissions,date_submitted,5,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,The timestamp indicating when the submission was completed.
tbl_dataset_submissions,notes,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Contains supplementary information regarding the submission, such as its origin if not documented elsewhere (e.g., BugsCEP)."
tbl_dataset_submissions,date_updated,7,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_datasets,dataset_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_datasets,master_set_id,2,integer,32,0,NULL,YES,NO,YES,tbl_dataset_masters,master_set_id,Specifies the master set to which this dataset belongs.
tbl_datasets,data_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_data_types,data_type_id,Specifies the type of data contained in the dataset.
tbl_datasets,method_id,4,integer,32,0,NULL,YES,NO,YES,tbl_methods,method_id,Specifies the method of analysis used for this dataset.
tbl_datasets,biblio_id,5,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the dataset.
tbl_datasets,updated_dataset_id,6,integer,32,0,NULL,YES,NO,YES,tbl_datasets,dataset_id,Specifies any subsequent version of this dataset.
tbl_datasets,project_id,7,integer,32,0,NULL,YES,NO,YES,tbl_projects,project_id,Specifies the project related to this dataset.
tbl_datasets,dataset_name,8,character varying,NULL,NULL,50,NO,NO,NO,NULL,NULL,"A unique identifier for the dataset at this site, potentially matching the sample group name or created for clarity and context."
tbl_datasets,date_updated,9,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_datasets,dataset_uuid,10,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_dating_labs,dating_lab_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dating_labs,contact_id,2,integer,32,0,NULL,YES,NO,YES,tbl_contacts,contact_id,Identifies the contact person or organization related to the dating lab.
tbl_dating_labs,international_lab_id,3,character varying,NULL,NULL,10,NO,NO,NO,NULL,NULL,"Standardized identifier for the radiocarbon lab, as listed on radiocarbon.org/laboratories."
tbl_dating_labs,lab_name,4,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,"Official name of the radiocarbon lab, standardized according to radiocarbon.org/laboratories."
tbl_dating_labs,country_id,5,integer,32,0,NULL,YES,NO,NO,NULL,NULL,Specifies the country where the dating lab is located.
tbl_dating_labs,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dating_material,dating_material_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dating_material,geochron_id,2,integer,32,0,NULL,NO,NO,YES,tbl_geochronology,geochron_id,Specifies the geochronological context of the dating material.
tbl_dating_material,taxon_id,3,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_dating_material,material_dated,4,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Text field describing the specific material that was dated.
tbl_dating_material,description,5,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the dating material.
tbl_dating_material,abundance_element_id,6,integer,32,0,NULL,YES,NO,YES,tbl_abundance_elements,abundance_element_id,Specifies the abundance element related to the material.
tbl_dating_material,date_updated,7,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dating_uncertainty,dating_uncertainty_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dating_uncertainty,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dating_uncertainty,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A description of the type of dating uncertainty.
tbl_dating_uncertainty,uncertainty,4,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A brief code or label showing the type of dating uncertainty, such as 'from', 'to', or 'Ca.'."
tbl_dimensions,dimension_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_dimensions,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_dimensions,dimension_abbrev,3,character varying,NULL,NULL,40,YES,NO,NO,NULL,NULL,Abbreviation for the dimension type.
tbl_dimensions,dimension_description,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the dimension.
tbl_dimensions,dimension_name,5,character varying,NULL,NULL,50,NO,NO,NO,NULL,NULL,Name of the dimension type.
tbl_dimensions,unit_id,6,integer,32,0,NULL,YES,NO,YES,tbl_units,unit_id,Specifies the unit of measurement used for the dimension.
tbl_dimensions,method_group_id,7,integer,32,0,NULL,YES,NO,YES,tbl_method_groups,method_group_id,"Specifies the method group, limiting dimension application by group (e.g., size measurements, coordinate systems)."
tbl_ecocode_definitions,ecocode_definition_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_ecocode_definitions,abbreviation,2,character varying,NULL,NULL,10,YES,NO,NO,NULL,NULL,A short form or acronym representing the ecocode.
tbl_ecocode_definitions,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_ecocode_definitions,definition,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed explanation of the ecocode category.
tbl_ecocode_definitions,ecocode_group_id,5,integer,32,0,NULL,YES,NO,YES,tbl_ecocode_groups,ecocode_group_id,Specifies the ecocode group to which this definition belongs.
tbl_ecocode_definitions,name,6,character varying,NULL,NULL,150,YES,NO,NO,NULL,NULL,The name of the ecocode category.
tbl_ecocode_definitions,notes,7,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional information or comments about the ecocode.
tbl_ecocode_definitions,sort_order,8,smallint,16,0,NULL,YES,NO,NO,NULL,NULL,Indicates the display order of ecocode definitions.
tbl_ecocode_groups,ecocode_group_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_ecocode_groups,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_ecocode_groups,definition,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Detailed description of the ecocode group, outlining its characteristics and purpose."
tbl_ecocode_groups,ecocode_system_id,4,integer,32,0,NULL,YES,NO,YES,tbl_ecocode_systems,ecocode_system_id,Specifies the ecocode system to which this group belongs.
tbl_ecocode_groups,name,5,character varying,NULL,NULL,200,YES,NO,NO,NULL,NULL,Full name of the ecocode group.
tbl_ecocode_groups,abbreviation,6,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,Shortened form of the ecocode group name for quick reference.
tbl_ecocode_systems,ecocode_system_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_ecocode_systems,biblio_id,2,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the ecocode system.
tbl_ecocode_systems,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_ecocode_systems,definition,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the ecocode system.
tbl_ecocode_systems,name,5,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,Name of the ecocode system.
tbl_ecocode_systems,notes,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional notes or comments about the ecocode system.
tbl_ecocode_systems,ecocode_system_uuid,7,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_ecocodes,ecocode_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_ecocodes,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_ecocodes,ecocode_definition_id,3,integer,32,0,NULL,YES,NO,YES,tbl_ecocode_definitions,ecocode_definition_id,Specifies the ecocode definition this ecocode belongs to.
tbl_ecocodes,taxon_id,4,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_feature_properties,feature_property_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_feature_properties,feature_id,2,integer,32,0,NULL,NO,NO,YES,tbl_features,feature_id,NULL
tbl_feature_properties,property_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_property_types,property_type_id,NULL
tbl_feature_properties,property_value,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_feature_types,feature_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_feature_types,feature_type_name,2,character varying,NULL,NULL,128,YES,NO,NO,NULL,NULL,"The name of the feature type, providing a concise label for identification."
tbl_feature_types,feature_type_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed description of the feature type, explaining its characteristics and significance."
tbl_feature_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_features,feature_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_features,feature_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_feature_types,feature_type_id,Specifies the type of feature.
tbl_features,feature_name,3,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The established reference name or number for the feature, such as 'well 47', 'anl.3', or 'c107'. Note: A sample may derive from multiple features (e.g., 'c107' within 'well 47'), but each feature should be recorded separately."
tbl_features,feature_description,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed description of the feature, which may include field and lab notes or interpretative information helpful for analyzing the sample data."
tbl_features,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_geochron_refs,geochron_ref_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_geochron_refs,geochron_id,2,integer,32,0,NULL,NO,NO,YES,tbl_geochronology,geochron_id,Specifies the geochronological record related to this reference.
tbl_geochron_refs,biblio_id,3,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the geochronological dating.
tbl_geochron_refs,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_geochronology,geochron_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_geochronology,analysis_entity_id,2,bigint,64,0,NULL,NO,NO,YES,tbl_analysis_entities,analysis_entity_id,Identifies the specific analysis entity associated with this record.
tbl_geochronology,dating_lab_id,3,integer,32,0,NULL,YES,NO,YES,tbl_dating_labs,dating_lab_id,Foreign key identifying the laboratory that conducted the dating analysis.
tbl_geochronology,lab_number,4,character varying,NULL,NULL,40,YES,NO,NO,NULL,NULL,Identifier assigned by the laboratory for the sample.
tbl_geochronology,age,5,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"Measured radiometric age of the sample, expressed in years."
tbl_geochronology,error_older,6,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Upper bound of the measured error range. Matches 'error_younger' for symmetrical errors.
tbl_geochronology,error_younger,7,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Lower bound of the measured error range. Matches 'error_older' for symmetrical errors.
tbl_geochronology,delta_13c,8,numeric,10,5,NULL,YES,NO,NO,NULL,NULL,"Delta 13C value used for calibration correction, when available."
tbl_geochronology,notes,9,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional notes or comments pertinent to this specific date.
tbl_geochronology,date_updated,10,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_geochronology,dating_uncertainty_id,11,integer,32,0,NULL,YES,NO,YES,tbl_dating_uncertainty,dating_uncertainty_id,Specifies the uncertainty category related to the dating method used.
tbl_geochronology,geochron_uuid,12,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_horizons,horizon_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_horizons,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_horizons,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the soil horizon.
tbl_horizons,horizon_name,4,character varying,NULL,NULL,15,NO,NO,NO,NULL,NULL,Name or designation of the soil horizon.
tbl_horizons,method_id,5,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,Specifies the method used to identify or classify the horizon.
tbl_identification_levels,identification_level_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_identification_levels,identification_level_abbrev,2,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,"Abbreviation for the identification level, used for quick reference."
tbl_identification_levels,identification_level_name,3,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,"The full name of the identification level, providing a detailed description."
tbl_identification_levels,notes,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional information or remarks related to the identification level.
tbl_identification_levels,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_imported_taxa_replacements,imported_taxa_replacement_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_imported_taxa_replacements,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_imported_taxa_replacements,imported_name_replaced,3,character varying,NULL,NULL,100,NO,NO,NO,NULL,NULL,NULL
tbl_imported_taxa_replacements,taxon_id,4,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,NULL
tbl_languages,language_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_languages,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_languages,language_name_english,3,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,The name of the language in English.
tbl_languages,language_name_native,4,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,The name of the language in its native script or form.
tbl_lithology,lithology_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_lithology,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_lithology,depth_bottom,3,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,"The depth at the bottom of the lithological layer, measured in centimeters."
tbl_lithology,depth_top,4,numeric,20,5,NULL,NO,NO,NO,NULL,NULL,"The depth at the top of the lithological layer, measured in centimeters."
tbl_lithology,description,5,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,A description of the lithological characteristics of the sedimentary layer.
tbl_lithology,lower_boundary,6,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,Details regarding the boundary characteristics at the lower end of the lithological layer.
tbl_lithology,sample_group_id,7,integer,32,0,NULL,NO,NO,YES,tbl_sample_groups,sample_group_id,Identifies a sample group. linking lithology data to specific sample groups.
tbl_location_types,location_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_location_types,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_location_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed explanation or definition of the location type.
tbl_location_types,location_type,4,character varying,NULL,NULL,40,YES,NO,NO,NULL,NULL,"The name or designation of the location type (e.g., country, city, lake)."
tbl_locations,location_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_locations,location_name,2,character varying,NULL,NULL,255,NO,NO,NO,NULL,NULL,The name of the location.
tbl_locations,location_type_id,3,integer,32,0,NULL,NO,NO,YES,tbl_location_types,location_type_id,Specifies the type of location.
tbl_locations,default_lat_dd,4,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,"Default latitude of the location in decimal degrees, e.g., the midpoint of a country. Leave empty if unknown."
tbl_locations,default_long_dd,5,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,"Default longitude of the location in decimal degrees, e.g., the midpoint of a country. Leave empty if unknown."
tbl_locations,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_measured_value_dimensions,measured_value_dimension_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_measured_value_dimensions,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_measured_value_dimensions,dimension_id,3,integer,32,0,NULL,NO,NO,YES,tbl_dimensions,dimension_id,"Specifies the specific dimension being measured  (e.g., length, width, height).."
tbl_measured_value_dimensions,dimension_value,4,numeric,18,10,NULL,NO,NO,NO,NULL,NULL,The quantified value of the measured dimension.
tbl_measured_value_dimensions,measured_value_id,5,bigint,64,0,NULL,NO,NO,YES,tbl_measured_values,measured_value_id,Specifies the measured value to which this dimension belongs.
tbl_measured_values,measured_value_id,1,bigint,64,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_measured_values,analysis_entity_id,2,bigint,64,0,NULL,NO,NO,YES,tbl_analysis_entities,analysis_entity_id,Identifies the specific analysis entity associated with this record.
tbl_measured_values,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_measured_values,measured_value,4,numeric,20,10,NULL,NO,NO,NO,NULL,NULL,The continuous value obtained from the sample analysis.
tbl_method_groups,method_group_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_method_groups,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_method_groups,description,3,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,"A detailed description of the method group, providing insight into the shared characteristics or purpose of the methods within the group."
tbl_method_groups,group_name,4,character varying,NULL,NULL,100,NO,NO,NO,NULL,NULL,"The name or title of the method group, serving as a concise identifier for the category of methods."
tbl_methods,method_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_methods,biblio_id,2,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the method.
tbl_methods,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_methods,description,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,Detailed description of the analysis method.
tbl_methods,method_abbrev_or_alt_name,5,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,Abbreviation or alternative name for the method.
tbl_methods,method_group_id,6,integer,32,0,NULL,NO,NO,YES,tbl_method_groups,method_group_id,Specifies the group category of the method.
tbl_methods,method_name,7,character varying,NULL,NULL,50,NO,NO,NO,NULL,NULL,Full name of the analysis method.
tbl_methods,record_type_id,8,integer,32,0,NULL,YES,NO,YES,tbl_record_types,record_type_id,Specifies the type of record related to the method.
tbl_methods,unit_id,9,integer,32,0,NULL,YES,NO,YES,tbl_units,unit_id,Specifies the unit of measurement used in the method.
tbl_methods,method_uuid,10,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_modification_types,modification_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_modification_types,modification_type_name,2,character varying,NULL,NULL,128,YES,NO,NO,NULL,NULL,"Concise identifier for the modification type, such as 'carbonized'."
tbl_modification_types,modification_type_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Detailed description of the modification to ensure clarity and understanding, especially for those unfamiliar with domain-specific terminology."
tbl_modification_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_physical_sample_features,physical_sample_feature_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_physical_sample_features,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_physical_sample_features,feature_id,3,integer,32,0,NULL,NO,NO,YES,tbl_features,feature_id,Specifies the unique identifier of a feature.
tbl_physical_sample_features,physical_sample_id,4,integer,32,0,NULL,NO,NO,YES,tbl_physical_samples,physical_sample_id,Identifies the specific physical sample.
tbl_physical_samples,physical_sample_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_physical_samples,sample_group_id,2,integer,32,0,NULL,NO,NO,YES,tbl_sample_groups,sample_group_id,Identifies the specific sample group this sample belongs to.
tbl_physical_samples,alt_ref_type_id,3,integer,32,0,NULL,YES,NO,YES,tbl_alt_ref_types,alt_ref_type_id,"Specifies the type of the primary sample name, such as lab or museum number."
tbl_physical_samples,sample_type_id,4,integer,32,0,NULL,NO,NO,YES,tbl_sample_types,sample_type_id,"Specifies the physical form of the sample, such as bulk sample or core subsample."
tbl_physical_samples,sample_name,5,character varying,NULL,NULL,50,NO,NO,NO,NULL,NULL,Primary reference number or name of the sample. Additional references can be recorded as alternative names.
tbl_physical_samples,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_physical_samples,date_sampled,7,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,The date when the sample was collected.
tbl_project_stages,project_stage_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_project_stages,stage_name,2,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The name of the project stage within the investigative cycle, such as desktop study, prospection, or final excavation."
tbl_project_stages,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A detailed explanation of the project stage, outlining its purpose and general activities involved."
tbl_project_stages,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_project_types,project_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_project_types,project_type_name,2,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"The name representing the project type, such as consultancy, research, teaching, or combinations like consultancy/teaching."
tbl_project_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Details the combination of project types, if applicable, such as teaching/research."
tbl_project_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_projects,project_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_projects,project_type_id,2,integer,32,0,NULL,YES,NO,YES,tbl_project_types,project_type_id,"Specifies the type of the project, linking to the corresponding type details."
tbl_projects,project_stage_id,3,integer,32,0,NULL,YES,NO,YES,tbl_project_stages,project_stage_id,"Specifies the project's stage, linking to the corresponding stage details."
tbl_projects,project_name,4,character varying,NULL,NULL,150,YES,NO,NO,NULL,NULL,"The full name of the project (e.g., Phil's PhD Thesis, Malm� Ring Road V�gverket)."
tbl_projects,project_abbrev_name,5,character varying,NULL,NULL,25,YES,NO,NO,NULL,NULL,"An optional field for the abbreviation or acronym of the project name (e.g., VGV, SWEDAB)."
tbl_projects,description,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"A brief overview of the project, including relevant details that facilitate further exploration."
tbl_projects,date_updated,7,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_property_types,uuid,1,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_property_types,property_type_id,2,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_property_types,property_type_name,3,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_property_types,description,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_property_types,value_type_id,5,integer,32,0,NULL,YES,NO,YES,tbl_value_types,value_type_id,NULL
tbl_property_types,value_class_id,6,integer,32,0,NULL,YES,NO,YES,tbl_value_classes,value_class_id,NULL
tbl_rdb,rdb_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_rdb,location_id,2,integer,32,0,NULL,NO,NO,YES,tbl_locations,location_id,"Specifies the geographical area relevant to the rarity data, such as international IUCN classifications specific to the UK."
tbl_rdb,rdb_code_id,3,integer,32,0,NULL,YES,NO,YES,tbl_rdb_codes,rdb_code_id,Specifies the the specific rarity designation or classification code.
tbl_rdb,taxon_id,4,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_rdb,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_rdb_codes,rdb_code_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_rdb_codes,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_rdb_codes,rdb_category,3,character varying,NULL,NULL,4,YES,NO,NO,NULL,NULL,The name of the rarity category.
tbl_rdb_codes,rdb_definition,4,character varying,NULL,NULL,200,YES,NO,NO,NULL,NULL,Detailed description of the rarity category.
tbl_rdb_codes,rdb_system_id,5,integer,32,0,NULL,YES,NO,YES,tbl_rdb_systems,rdb_system_id,Specifies the identifier of the system in tbl_rdb_systems.
tbl_rdb_systems,rdb_system_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_rdb_systems,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the RDB system.
