identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Evertsberg|COUN001002|BugsPresence,,,,1,10000,0
Evesham|COUN001165|BugsPresence,,,,1,,0
Fakse Bugt|COUN000119|Zone 1,,,,1,13500,10000
Fakse Bugt|COUN000119|Zone 2,,,,1,13500,10000
Fakse Bugt|COUN000119|Zone 3,,,,1,13500,10000
Falcon's Hall|COUN000592|BugsPresence,,,,1,"9,00E+05","4,00E+05"
Farmoor: Late Glacial|COUN000120|S1,1,,,,13038,11724
Farnham|COUN000121|S1,1,,,,46250,36985
Fazakerley|COUN000786|BugsPresence,,,,1,500,350
Femsølyng|COUN000999|BugsPresence,,,,1,13500,0
Finglas River Waterville|COUN001442|S1,1,,,,13316,12722
Finglas River Waterville|COUN001442|S10,,,,1,13500,10000
Finglas River Waterville|COUN001442|S11,1,,,,14455,13359
Finglas River Waterville|COUN001442|S2,,,,1,13500,10000
Finglas River Waterville|COUN001442|S3,,,,1,13500,10000
Finglas River Waterville|COUN001442|S4,,,,1,13500,10000
Finglas River Waterville|COUN001442|S5,,,,1,13500,10000
Finglas River Waterville|COUN001442|S6,,,,1,13500,10000
Finglas River Waterville|COUN001442|S7,,,,1,13500,10000
Finglas River Waterville|COUN001442|S8,,,,1,13500,10000
Finglas River Waterville|COUN001442|S9,,,,1,13500,10000
Finningley|COUN001579|Site_2,1,,,,42295,40790
Finningley|COUN001579|Site_3,,1,,,57000,28500
Fladbury|COUN000125|S1,1,,,,43224,41325
Fliquet Bay|COUN000128|f1/1,1,,,,,29365
Fliquet Bay|COUN000128|f2/2,1,,,,,29365
Fliquet Bay|COUN000128|f2/3,1,,,,29799,29365
Fliquet Bay|COUN000128|f2/4,1,,,,,29365
Flixborough|COUN000407|S1,,,,1,13500,10000
Flixborough|COUN000407|S2,,,,1,13500,10000
Flixton Park|COUN000591|BugsPresence,,,,1,"9,00E+05","4,00E+05"
Folkestone: Sugar Loaf Hill|COUN000129|A,,,,1,13500,10000
Folkestone: Sugar Loaf Hill|COUN000129|B,,,,1,10000,7000
Fortune Bay|COUN000528|BugsPresence,1,,,,4782,705
Four Ashes|COUN000130|S10,,,,1,122000,10000
Four Ashes|COUN000130|S12,1,,,,44791,41116
Four Ashes|COUN000130|S13,,,,1,122000,10000
Four Ashes|COUN000130|S14,,,,1,122000,10000
Four Ashes|COUN000130|S15,,,,1,122000,10000
Four Ashes|COUN000130|S16,,,,1,122000,10000
Four Ashes|COUN000130|S19,,,,1,122000,10000
Four Ashes|COUN000130|S2,1,,,,36250,33534
Four Ashes|COUN000130|S20,1,,,,122000,46132
Four Ashes|COUN000130|S22,,,,1,122000,10000
Four Ashes|COUN000130|S23,,,,1,122000,10000
Four Ashes|COUN000130|S24,,,,1,122000,10000
Four Ashes|COUN000130|S27,,,,1,122000,10000
Four Ashes|COUN000130|S29,,,,1,122000,10000
Four Ashes|COUN000130|S3,1,,,,42188,39565
Four Ashes|COUN000130|S31,,,,1,122000,10000
Four Ashes|COUN000130|S34,1,,,,46397,42019
Four Ashes|COUN000130|S36,,,,1,122000,10000
Four Ashes|COUN000130|S4,1,,,,48968,43956
Four Ashes|COUN000130|S40,,,,1,122000,10000
Four Ashes|COUN000130|S41,,,,1,122000,10000
Four Ashes|COUN000130|S45,1,,,,35298,33804
Four Ashes|COUN000130|S8,,,,1,122000,10000
Four Ashes|COUN000130|S9,,,,1,122000,10000
Four Ashes|COUN000740|S44,,,,1,132000,109000
Gammelhemmet|COUN001406|S1,,,,1,5000,0
Gammelhemmet|COUN001406|S10,,,,1,5000,0
Gammelhemmet|COUN001406|S2,,,,1,5000,0
Gammelhemmet|COUN001406|S3,,,,1,5000,0
Gammelhemmet|COUN001406|S4,,,,1,5000,0
Gammelhemmet|COUN001406|S5,,,,1,5000,0
Gammelhemmet|COUN001406|S6,,,,1,5000,0
Gammelhemmet|COUN001406|S7,,,,1,5000,0
Gammelhemmet|COUN001406|S8,,,,1,5000,0
Gammelhemmet|COUN001406|S9,,,,1,5000,0
Gardar|COUN000738|A1,,,1,,950,500
Gardar|COUN000738|A2,,,1,,950,500
Gardar|COUN000738|A3,,,1,,950,500
Gardar|COUN000738|A4,,,1,,950,500
Gardar|COUN000738|A5,,,1,,950,500
Gardar|COUN000738|A6,,,,1,961,400
Gardar|COUN000738|A7,,,,1,961,400
Gardar|COUN000769|B1,1,,,,661,551
Gardar|COUN000769|B2,,,,1,961,400
Gardar|COUN000769|B3,,,,1,961,400
Gardar|COUN000769|B4,,,,1,961,400
Gardar|COUN000769|B5,1,,,,908,706
Gardar|COUN000788|S1,,,,,,
Gardar|COUN000788|S2,,,,,,
Gardar|COUN000788|S3,,,,,,
Gardar|COUN000788|S4,,,,,,
Gardar|COUN000788|S5,,,,,,
Gardar|COUN000788|S6,,,,,,
Gardar|COUN000788|S7,,,,,,
Gardar|COUN000788|S8,,,,,,
Gardar|COUN000788|S9,,,,,,
Gerzensee|COUN000669|BugsPresence,,,,1,13500,10000
Gilltown Bog|COUN001321|S1,,,,1,10000,0
Gilltown Bog|COUN001321|S11,,,,1,10000,0
Gilltown Bog|COUN001321|S13,,,,1,10000,0
Gilltown Bog|COUN001321|S15,,,,1,10000,0
Gilltown Bog|COUN001321|S17,,,,1,10000,0
Gilltown Bog|COUN001321|S19,,,,1,10000,0
Gilltown Bog|COUN001321|S21,,,,1,10000,0
Gilltown Bog|COUN001321|S3,,,,1,10000,0
Gilltown Bog|COUN001321|S5,,,,1,10000,0
Gilltown Bog|COUN001321|S7,,,,1,10000,0
Gilltown Bog|COUN001321|S9,,,,1,10000,0
Girton|COUN000912|G1,,,,1,10000,0
Girton|COUN000912|G10,,,,1,10000,0
Girton|COUN000912|G2,,,,1,10000,0
Girton|COUN000912|G3,,,,1,10000,0
Girton|COUN000912|G4,,,,1,10000,0
Girton|COUN000912|G5,,,,1,10000,0
Girton|COUN000912|G6,,,,1,10000,0
Girton|COUN000912|G7,,,,1,10000,0
Girton|COUN000912|G8,,,,1,10000,0
Girton|COUN000912|G9,,,,1,10000,0
Glanllynnau|COUN000133|GL-0,,,,1,13500,10000
Glanllynnau|COUN000133|GL-10,,,,1,13500,10000
Glanllynnau|COUN000133|GL-20,,,,1,13500,10000
Glanllynnau|COUN000133|GL-25,,,,1,13500,10000
Glanllynnau|COUN000133|GL-30,,,,1,13500,10000
Glanllynnau|COUN000133|GL-40,,,,1,13500,10000
Glanllynnau|COUN000133|GL0,,,,1,13500,10000
Glanllynnau|COUN000133|GL10,,,,1,13500,10000
Glanllynnau|COUN000133|GL100,,,,1,13500,10000
Glanllynnau|COUN000133|GL110,,,,1,13500,10000
Glanllynnau|COUN000133|GL138,,,,1,13500,10000
Glanllynnau|COUN000133|GL15,,,,1,13500,10000
Glanllynnau|COUN000133|GL20,,,,1,13500,10000
Glanllynnau|COUN000133|GL25,,,,1,13500,10000
Glanllynnau|COUN000133|GL30,,,,1,13500,10000
Glanllynnau|COUN000133|GL40,,,,1,13500,10000
Glanllynnau|COUN000133|GL5,,,,1,13500,10000
Glanllynnau|COUN000133|GL50,,,,1,13500,10000
Glanllynnau|COUN000133|GL60,,,,1,13500,10000
Glanllynnau|COUN000133|GL70,,,,1,13500,10000
Glanllynnau|COUN000133|GL80,,,,1,13500,10000
Glanllynnau|COUN000133|GL90,,,,1,13500,10000
Glastonbury|COUN001628|S1,1,,,,2314,2144
Glastonbury|COUN001628|S10,,,,1,10000,0
Glastonbury|COUN001628|S2,,,,1,10000,0
Glastonbury|COUN001628|S3,1,,,,2676,2004
Glastonbury|COUN001628|S4,,,,1,10000,0
Glastonbury|COUN001628|S5,1,,,,2678,2330
Glastonbury|COUN001628|S6,,,,1,10000,0
Glastonbury|COUN001628|S7,1,,,,2346,2146
Glastonbury|COUN001628|S8,,,,1,10000,0
Glastonbury|COUN001628|S9,1,,,,2354,2159
Glen Ballyre|COUN000588|LL,,,,1,13500,10000
Glen Ballyre|COUN000588|Pre-W,1,,,,23795,14042
Glen Ballyre|COUN000588|W,,,,,,
Glen Ballyre|COUN001351|S1,,,,1,13500,10000
Glen Ballyre|COUN001351|S2,,,,1,13500,10000
Glen Ballyre|COUN001351|S3,,,,1,13500,10000
Glen Ballyre|COUN001352|S1,,,,1,13500,10000
Glen Ballyre|COUN001352|S2,,,,1,13500,10000
Glen Ballyre|COUN001352|S3,,,,1,13500,10000
Glen Ballyre|COUN001354|S1,,,,1,13500,10000
Glen Ballyre|COUN001354|S10,,,,1,13500,10000
Glen Ballyre|COUN001354|S11,,,,1,13500,10000
Glen Ballyre|COUN001354|S12,,,,1,13500,10000
Glen Ballyre|COUN001354|S13,,,,1,13500,10000
Glen Ballyre|COUN001354|S14,,,,1,13500,10000
Glen Ballyre|COUN001354|S15,,,,1,13500,10000
Glen Ballyre|COUN001354|S2,,,,1,13500,10000
Glen Ballyre|COUN001354|S3,,,,1,13500,10000
Glen Ballyre|COUN001354|S4,,,,1,13500,10000
Glen Ballyre|COUN001354|S5,,,,1,13500,10000
Glen Ballyre|COUN001354|S6,,,,1,13500,10000
Glen Ballyre|COUN001354|S7,,,,1,13500,10000
Glen Ballyre|COUN001354|S8,,,,1,13500,10000
Glen Ballyre|COUN001354|S9,,,,1,13500,10000
Glen Ballyre|COUN001355|S1_Silt,,,,1,13500,10000
Glen Ballyre|COUN001355|S10,,,,1,13500,10000
Glen Ballyre|COUN001355|S11,,,,1,13500,10000
Glen Ballyre|COUN001355|S12,,,,1,13500,10000
Glen Ballyre|COUN001355|S13,,,,1,13500,10000
Glen Ballyre|COUN001355|S14,,,,1,13500,10000
Glen Ballyre|COUN001355|S15,,,,1,13500,10000
Glen Ballyre|COUN001355|S16,,,,1,13500,10000
Glen Ballyre|COUN001355|S17,,,,1,13500,10000
Glen Ballyre|COUN001355|S18,,,,1,13500,10000
Glen Ballyre|COUN001355|S19,,,,1,13500,10000
Glen Ballyre|COUN001355|S2,,,,1,13500,10000
Glen Ballyre|COUN001355|S20,,,,1,13500,10000
Glen Ballyre|COUN001355|S21,,,,1,13500,10000
Glen Ballyre|COUN001355|S22,,,,1,13500,10000
Glen Ballyre|COUN001355|S3,,,,1,13500,10000
Glen Ballyre|COUN001355|S4,,,,1,13500,10000
Glen Ballyre|COUN001355|S5,,,,1,13500,10000
Glen Ballyre|COUN001355|S6,,,,1,13500,10000
Glen Ballyre|COUN001355|S7,,,,1,13500,10000
Glen Ballyre|COUN001355|S8,,,,1,13500,10000
Glen Ballyre|COUN001355|S9,,,,1,13500,10000
Godataettur|COUN000134|P1,,,,1,1082,400
Godataettur|COUN000134|P10,,,,1,1082,400
Godataettur|COUN000134|P11,,,,1,1082,400
Godataettur|COUN000134|P2,,,,1,1082,400
Godataettur|COUN000134|P3,,,,1,1082,400
Godataettur|COUN000134|P4,,,,1,1082,400
Godataettur|COUN000134|P5,,,,1,1082,400
Godataettur|COUN000134|P6,,,,1,1082,400
Godataettur|COUN000134|P7,,,,1,1082,400
Godataettur|COUN000134|P8,,,,1,1082,400
Godataettur|COUN000134|P9,,,,1,1082,400
Godøy|COUN000135|S1,1,,,,13096,12799
Godøy|COUN000135|S2,1,,,,13096,12799
Godøy|COUN000135|S3,1,,,,13096,12799
Godøy|COUN000135|S4,1,,,,13096,12662
Goldcliff 2007|COUN000841|S18-0cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S23-0cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S24-18cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S27-24cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S27+cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S34-23cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S39-34cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S43-39cm,,,,1,10000,0
Goldcliff 2007|COUN000841|S43+cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S10-0cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S15-6cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S203,,,,1,10000,0
Goldcliff 2007|COUN000842|S205,,,,1,10000,0
Goldcliff 2007|COUN000842|S22_5-10cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S32-15cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S46-22_5cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S46-32cm,,,,1,10000,0
Goldcliff 2007|COUN000842|S6-0cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S119-93cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S124-119cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S35,,,,1,10000,0
Goldcliff 2007|COUN000843|S50-0cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S60-35cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S70-50cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S83-60cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S93-70cm,,,,1,10000,0
Goldcliff 2007|COUN000843|S97-83cm,,,,1,10000,0
Gossau|COUN000948|S1,1,,,,43222,33664
Gossau|COUN000948|S10,1,,,,43222,33664
Gossau|COUN000948|S11,1,,,,43222,33664
Gossau|COUN000948|S12,1,,,,43222,33664
Gossau|COUN000948|S13,1,,,,43222,33664
Gossau|COUN000948|S14,1,,,,43222,33664
Gossau|COUN000948|S15,1,,,,43222,33664
Gossau|COUN000948|S16,1,,,,43222,33664
Gossau|COUN000948|S17,1,,,,46813,33664
Gossau|COUN000948|S2,1,,,,43222,33664
Gossau|COUN000948|S3,1,,,,43222,33664
Gossau|COUN000948|S4,1,,,,43222,33664
Gossau|COUN000948|S5,1,,,,43222,33664
Gossau|COUN000948|S6,1,,,,43222,33664
Gossau|COUN000948|S7,1,,,,43222,33664
Gossau|COUN000948|S8,1,,,,43222,33664
Gossau|COUN000948|S9,1,,,,43222,33664
Gransmoor|COUN000556|B1,,,,1,13500,10000
Gransmoor|COUN000556|B10,,,,1,13500,10000
Gransmoor|COUN000556|B11,,,,1,13500,10000
Gransmoor|COUN000556|B12,,,,1,13500,10000
Gransmoor|COUN000556|B13,,,,1,13500,10000
Gransmoor|COUN000556|B14,,,,1,13500,10000
Gransmoor|COUN000556|B15,,,,1,13500,10000
Gransmoor|COUN000556|B16,,,,1,13500,10000
Gransmoor|COUN000556|B17,,,,1,13500,10000
Gransmoor|COUN000556|B18,,,,1,13500,10000
Gransmoor|COUN000556|B19,,,,1,13500,10000
Gransmoor|COUN000556|B2,,,,1,13500,10000
Gransmoor|COUN000556|B20,,,,1,13500,10000
Gransmoor|COUN000556|B21,,,,1,13500,10000
Gransmoor|COUN000556|B22,,,,1,13500,10000
Gransmoor|COUN000556|B23,,,,1,13500,10000
Gransmoor|COUN000556|B24,,,,1,13500,10000
Gransmoor|COUN000556|B26,,,,1,13500,10000
Gransmoor|COUN000556|B3,,,,1,13500,10000
Gransmoor|COUN000556|B4,,,,1,13500,10000
Gransmoor|COUN000556|B5,,,,1,13500,10000
Gransmoor|COUN000556|B6,,,,1,13500,10000
Gransmoor|COUN000556|B8,,,,1,13500,10000
Gransmoor|COUN000556|S100,,,,1,13500,10000
Gransmoor|COUN000556|S105,,,,1,13500,10000
Gransmoor|COUN000556|S110,,,,1,13500,10000
Gransmoor|COUN000556|S115,,,,1,13500,10000
Gransmoor|COUN000556|S120,1,,,,15238,13439
Gransmoor|COUN000556|S125,,,,1,13500,10000
Gransmoor|COUN000556|S130,,,,1,13500,10000
Gransmoor|COUN000556|S135,1,,,,14031,13278
Gransmoor|COUN000556|S140,,,,1,13500,10000
Gransmoor|COUN000556|S145,,,,1,13500,10000
Gransmoor|COUN000556|S150,,,,1,13500,10000
Gransmoor|COUN000556|S155,,,,1,13500,10000
Gransmoor|COUN000556|S160,,,,1,13500,10000
Gransmoor|COUN000556|S165,,,,1,13500,10000
Gransmoor|COUN000556|S170,1,,,,15607,13092
Gransmoor|COUN000556|S175,,,,1,13500,10000
Gransmoor|COUN000556|S180,,,,1,13500,10000
Gransmoor|COUN000556|S185,,,,1,13500,10000
Gransmoor|COUN000556|S190,,,,1,13500,10000
Gransmoor|COUN000556|S195,1,,,,15545,13481
Gransmoor|COUN000556|S200,,,,1,13500,10000
Gransmoor|COUN000556|S205,,,,1,13500,10000
Gransmoor|COUN000556|S210,,,,1,13500,10000
Gransmoor|COUN000556|S215,,,,1,13500,10000
Gransmoor|COUN000556|S220,,,,1,13500,10000
Gransmoor|COUN000556|S225,,,,1,13500,10000
Gransmoor|COUN000556|S230,,,,1,13500,10000
Gransmoor|COUN000556|S235,,,,1,13500,10000
Gransmoor|COUN000556|S25,,,,1,13500,10000
Gransmoor|COUN000556|S30,,,,1,13500,10000
Gransmoor|COUN000556|S35,,,,1,13500,10000
Gransmoor|COUN000556|S40,,,,1,13500,10000
Gransmoor|COUN000556|S45,,,,1,13500,10000
Gransmoor|COUN000556|S50,,,,1,13500,10000
Gransmoor|COUN000556|S55,,,,1,13500,10000
Gransmoor|COUN000556|S60,,,,1,13500,10000
Gransmoor|COUN000556|S65,,,,1,13500,10000
Gransmoor|COUN000556|S70,,,,1,13500,10000
Gransmoor|COUN000556|S75,,,,1,13500,10000
Gransmoor|COUN000556|S80,,,,1,13500,10000
Gransmoor|COUN000556|S85,,,,1,13500,10000
Gransmoor|COUN000556|S90,,,,1,13500,10000
Gransmoor|COUN000556|S95,,,,1,13500,10000
Great Billing|COUN000140|A,1,,,,33029,31361
Great Billing|COUN000140|B,1,,,,33029,31361
Great Billing|COUN000140|D,1,,,,33029,31361
Great Billing|COUN000140|E,1,,,,33029,31361
Great Billing|COUN000140|F,1,,,,33029,31361
Great Billing|COUN000140|G,1,,,,33029,31361
Great Billing|COUN000140|H,1,,,,33029,31361
Great Totham|COUN000141|S1,,,,1,122000,10000
Greenwich: Abbey Wood|COUN000941|E,1,,,,3887,3260
Greenwich: Bellot St.|COUN000939|E,1,,,,3887,3650
Greenwich: Bellot St.|COUN000939|L,1,,,,3823,3568
Gross Todtshorn|COUN001360|BugsPresence,,,,,,
Gross Todtshorn|COUN001360|S1,,,,,,
Gross Todtshorn|COUN001360|S10,,,,,,
Gross Todtshorn|COUN001360|S11,,,,,,
Gross Todtshorn|COUN001360|S12,,,,,,
Gross Todtshorn|COUN001360|S13,,,,,,
Gross Todtshorn|COUN001360|S14,,,,,,
Gross Todtshorn|COUN001360|S15,,,,,,
Gross Todtshorn|COUN001360|S16,,,,,,
Gross Todtshorn|COUN001360|S17,,,,,,
Gross Todtshorn|COUN001360|S18,,,,,,
Gross Todtshorn|COUN001360|S19,,,,,,
Gross Todtshorn|COUN001360|S2,,,,,,
Gross Todtshorn|COUN001360|S20,,,,,,
Gross Todtshorn|COUN001360|S21,,,,,,
Gross Todtshorn|COUN001360|S22,,,,,,
Gross Todtshorn|COUN001360|S23,,,,,,
Gross Todtshorn|COUN001360|S24,,,,,,
Gross Todtshorn|COUN001360|S25,,,,,,
Gross Todtshorn|COUN001360|S26,,,,,,
Gross Todtshorn|COUN001360|S27,,,,,,
Gross Todtshorn|COUN001360|S28,,,,,,
Gross Todtshorn|COUN001360|S29,,,,,,
Gross Todtshorn|COUN001360|S3,,,,,,
Gross Todtshorn|COUN001360|S30,,,,,,
Gross Todtshorn|COUN001360|S4,,,,,,
Gross Todtshorn|COUN001360|S5,,,,,,
Gross Todtshorn|COUN001360|S6,,,,,,
Gross Todtshorn|COUN001360|S7,,,,,,
Gross Todtshorn|COUN001360|S8,,,,,,
Gross Todtshorn|COUN001360|S9,,,,,,
Gröbern|COUN000476|BugsPresence,,,,1,122000,45000
Gröbern|COUN000476|S1,,,,1,122000,45000
Gröbern|COUN000476|S10,,,,1,122000,45000
Gröbern|COUN000476|S11,,,,1,122000,45000
Gröbern|COUN000476|S12,,,,1,122000,45000
Gröbern|COUN000476|S13,,,,1,122000,45000
Gröbern|COUN000476|S14,,,,1,122000,45000
Gröbern|COUN000476|S15,,,,1,122000,45000
Gröbern|COUN000476|S16,,,,1,122000,45000
Gröbern|COUN000476|S17,,,,1,122000,45000
Gröbern|COUN000476|S18,,,,1,122000,45000
Gröbern|COUN000476|S19,,,,1,122000,45000
Gröbern|COUN000476|S2,,,,1,122000,45000
Gröbern|COUN000476|S20,,,,1,122000,45000
Gröbern|COUN000476|S21,,,,1,122000,45000
Gröbern|COUN000476|S22,,,,1,122000,45000
Gröbern|COUN000476|S23,,,,1,122000,45000
Gröbern|COUN000476|S24,,,,1,122000,45000
Gröbern|COUN000476|S25,,,,1,122000,45000
Gröbern|COUN000476|S26,,,,1,122000,45000
Gröbern|COUN000476|S27,,,,1,122000,45000
Gröbern|COUN000476|S28,,,,1,122000,45000
Gröbern|COUN000476|S29,,,,1,122000,45000
Gröbern|COUN000476|S3,,,,1,122000,45000
Gröbern|COUN000476|S30,,,,1,122000,45000
Gröbern|COUN000476|S31,,,,1,122000,45000
Gröbern|COUN000476|S32,,,,1,122000,45000
Gröbern|COUN000476|S33,,,,1,122000,45000
Gröbern|COUN000476|S4,,,,1,122000,45000
Gröbern|COUN000476|S5,,,,1,122000,45000
Gröbern|COUN000476|S6,,,,1,122000,45000
Gröbern|COUN000476|S7,,,,1,122000,45000
Gröbern|COUN000476|S8,,,,1,122000,45000
Gröbern|COUN000476|S9,,,,1,122000,45000
Gärdslöv|COUN001276|Trapa_gyttja,,,,1,10000,0
Hackney|COUN000479|S1,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S2,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S3,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S4,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S4_2,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S5,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S6,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S7,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S8,,,,1,337000,"3,00E+05"
Hackney|COUN000479|S9,,,,1,337000,"3,00E+05"
Hampstead: West Heath Spa|COUN000441|A,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|B,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|C,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|D,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|E,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|F,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|G,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|H,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|I,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|J,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|K,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|L,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|M,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|N,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|O,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|P,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|Q,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|R,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|S,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|T,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|U,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|V,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|W,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|X,,,,1,10000,0
Hampstead: West Heath Spa|COUN000441|Y,,,,1,10000,0
Hanö|COUN000146|T2A,1,,,,11089,10436
Hanö|COUN000146|T2B,,,,1,10000,7000
Hanö|COUN000146|T3,1,,,,11190,10681
Hanö|COUN000146|T4,1,,,,11131,10525
Hanö|COUN000146|T5,1,,,,9433,8800
Hanö|COUN000146|T6A,1,,,,9591,9292
Hanö|COUN000146|T6B,,,,1,10000,7000
Hanö|COUN000146|T7,1,,,,9397,8779
Hanö|COUN000146|T8,1,,,,10232,9774
Happisburgh|COUN000486|S1,,,,1,2580000,11500
Hareskoven|COUN000589|BugsPresence,,,,1,5000,0
Harnosand|COUN000429|Lindroth,,,,1,122000,45000
Harnosand|COUN000429|S453-4,1,,,,122000,43229
Harnosand|COUN000429|S509-11,,,,1,122000,45000
Harnosand|COUN000429|S650-2,,,,1,122000,45000
Harnosand|COUN000429|S670-2,,,,1,122000,45000
Harnosand|COUN000429|S704-9,,,,1,122000,45000
Harnosand|COUN000429|S711-3,,,,1,122000,45000
Harnosand|COUN000429|S723-5,,,,1,122000,45000
Harnosand|COUN000429|T495-500,,,,1,122000,45000
Harnosand|COUN000429|T500-5,,,,1,122000,45000
Harnosand|COUN000429|T510-5,,,,1,122000,45000
Harnosand|COUN000429|Tbulk,,,,1,122000,45000
Hassle Bösarp|COUN001281|S1,,,,1,10000,0
Hassle Bösarp|COUN001281|S2,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S1,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S10,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S11,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S12,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S13,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S14,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S15,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S16,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S17,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S18,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S19,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S2,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S20,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S21,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S22,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S23,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S24,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S25,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S26,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S27,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S28,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S29,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S3,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S30,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S31,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S32,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S33,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S34,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S35,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S36,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S37,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S4,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S5,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S6,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S7,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S8,,,,1,10000,0
Hatfield Moor: Torne TS1|COUN001358|S9,,,,1,10000,0
Hatfield Moors: Lindholme Bank Road|COUN001379|BugsPresence,1,,,,4784,4248
Hatfield Moors|COUN000665|S10-15,,,,1,5000,0
Hatfield Moors|COUN000665|S105-110,,,,1,5000,0
